x,y,ms
328.395048976,139.954214986,53312.0920704
367.591810629,173.667716629,53031.6666623
342.071834269,107.36672897,52703.7579007
330.393971948,130.170445832,51002.7892381
355.034207378,150.581840646,51171.9170675
349.652528052,153.3441844,51836.514783
350.80524096,146.060512613,52820.2752235
349.500137361,149.372363724,52535.4521691
362.470947189,151.740988812,51525.522019
358.79224818,149.964125144,55651.2800177
341.531284916,122.384018968,53072.6532442
364.533650592,135.990519087,50822.3282339
342.718145095,170.745146686,52842.4475186
354.359640183,153.440439156,53635.5782586
374.462831831,132.20009988,54480.6088704
363.246005267,155.304593347,51942.4419622
343.502551849,140.571989551,54348.4050174
345.138429906,140.398902396,50571.4215967
352.041412131,153.976996684,51603.2395554
337.139573053,133.519407301,52121.0556238
353.01237359,129.385440029,52071.1066938
362.011865809,126.952348737,52760.4506647
348.942553802,146.334877715,55949.0463322
346.050919314,166.863923616,51467.2262529
339.633658377,123.009735519,53007.7251246
358.035859279,153.913575504,53507.5988237
343.60889546,172.492794112,53310.6512836
358.74468536,151.361860137,53106.9401055
381.758366906,141.12485232,52123.8485246
355.663492763,152.440684387,51167.9714937
340.466828031,145.106800438,53512.6762373
338.164309128,141.174116325,54231.4501192
342.126587632,152.692418992,55875.8362308
347.40943188,149.449508156,53043.142155
358.620144992,148.954623067,52354.8227661
357.137138142,151.221566289,55384.9833609
359.891674201,153.262179408,52529.4779346
335.124995974,162.629764165,56679.3221432
375.940659658,185.208229363,51802.1742527
329.757910265,151.87668358,53563.8446509
359.373185348,122.420098986,53348.889058
306.145647162,151.769472279,52914.5026606
359.063715153,119.596189223,53083.7831777
368.505230904,159.7722124,52030.5653882
335.112293752,145.687971779,53314.6213159
356.043940407,158.928653727,52164.5573921
363.892285245,156.483994077,54845.2342003
373.988165013,149.899818002,54141.0022378
379.963575919,138.32948222,53993.8130513
354.193998311,165.219131842,53119.1718865
361.829639022,146.459472862,51654.1437314
357.358241665,142.028370676,52136.1028383
362.915521399,171.614550955,52942.8833875
354.217684432,153.739488375,53099.0722223
355.648856472,141.212221935,54056.4475785
347.838094401,160.095243343,53468.2169828
351.935991457,165.159913847,50736.3552255
363.43863209,157.310393756,52387.7020034
333.132132436,154.144504453,54225.9070421
326.98071583,148.452142064,54406.7876473
352.368152022,154.572028738,49655.1092084
338.149692459,168.52108665,54457.3726855
350.100956722,152.429500069,51180.5507724
356.373697917,148.81148511,52899.8873972
377.39327518,158.922478542,52725.8041609
369.495179594,145.727092056,50041.5867762
357.603098107,149.609105722,52404.4433355
373.942390781,140.208108591,54444.4568316
376.984173778,155.813703308,51688.4030888
337.808479785,156.092764209,51201.9661319
368.426401625,141.819762449,54145.9824677
339.582313492,143.619558484,50959.1626616
356.79348319,152.605273765,53090.1896491
366.16158164,147.095868799,51043.3115472
356.470552498,114.435571245,51841.3413093
355.463533939,151.914590158,53613.162641
362.083869458,146.674872999,50307.1032438
329.886242313,163.548610611,56069.3438271
339.022167516,142.861909404,51875.091941
335.95222434,158.164038886,51678.7143205
360.300627275,144.573914006,52310.6338863
337.360237559,128.74262239,51649.4951154
355.086382051,164.48381768,51106.2359268
331.413652852,173.783267153,51331.643199
312.503572302,177.613833306,53832.2304654
346.885207943,148.613711258,52984.3063737
352.580212913,154.262015576,51787.1190771
329.783623139,139.649201942,53106.2780187
318.953443792,124.370863212,50158.5194108
357.561301925,161.261636303,52565.152458
332.648164268,135.772669428,53894.6106721
360.765657145,175.3627591,53025.6083374
346.671853741,160.559442704,52305.2638354
343.652007688,125.443424293,50628.9320156
359.543154767,171.843020465,51967.3425595
359.016977341,152.80037733,51940.2357363
358.87098342,146.028414572,55481.2939254
311.15269579,144.636476743,50198.5848292
363.626192577,132.500350867,51546.5342605
323.033402155,163.656092791,55222.3454293
332.525039421,160.860226609,51988.4016522
335.366738919,162.621838126,52627.4382907
347.738890985,153.697951853,49618.6070555
361.233436788,136.967550925,51321.0849869
343.589937205,176.000925097,50710.0038463
350.36531857,132.78102484,53592.4689581
325.512095864,143.083554276,51528.4915451
363.029550098,160.120956016,50886.6865182
329.935808572,164.589814782,52840.3795056
361.618414982,135.981205919,52628.6893222
333.201263205,154.624649809,51390.3842669
369.609495247,144.365385744,53936.0945938
346.298142464,159.205031815,51158.2453978
349.845983565,150.410946907,54207.8878008
325.744756686,164.202967023,52282.4054345
362.601350984,167.192410242,53135.8012659
378.880684002,156.367736403,54494.1775963
391.943379494,169.262795572,50602.5238904
362.206137831,122.797278704,51689.0825111
350.299216835,146.958612411,52269.4721614
378.697433382,165.916669767,50767.5136806
360.923511708,157.177786582,51026.7219034
344.495015598,137.840277252,51375.0156261
355.479728275,142.056167396,52673.149803
351.920554766,160.587230986,49765.6505519
340.658814975,173.545983365,55956.3457414
373.556259894,142.675692317,54214.6723961
370.727725772,159.33801531,54063.4968447
338.056112881,159.092945246,52467.5100492
355.151927393,156.72144832,52537.1558813
345.708697546,152.653659423,54432.4646284
322.462868951,154.403623676,50605.5791025
360.67055284,144.752065926,50947.0156497
335.868347092,156.830577876,51329.7818757
355.290097356,130.130777129,52364.8660362
324.558986927,125.882302194,52248.9766971
329.784055227,174.358481537,52179.5681791
354.944537932,144.739450583,52012.1579828
342.345361835,125.553719243,52035.2846817
342.057799116,153.082477706,53926.0761744
351.894659991,148.170639533,52184.0779978
362.111410176,119.30000935,52030.1320692
352.385813906,146.919833516,52578.3396373
358.003536295,148.512027098,53808.1545587
318.995624983,130.837692649,53862.2304546
359.420310615,131.318070838,51683.099136
335.532036227,172.422451681,51621.9986932
345.740260906,132.597933233,51437.3916412
353.908097224,143.350239155,51700.0140271
347.536730262,123.670120617,53091.9087998
357.848842173,149.295534567,53748.088723
324.54762848,160.880868298,52163.752297
379.384811521,130.846138584,50702.656857
377.926891883,154.971714175,52472.0676589
338.37102802,177.81759408,52302.9410437
348.891759993,147.623253671,53302.5080569
335.789184828,171.085498578,54880.8515424
354.774929558,160.107894434,52366.1693455
334.770235184,117.843762967,51815.9948276
338.590603688,174.4119134,52240.7709821
370.349151485,162.476590568,51298.8324708
369.486979735,159.708643536,54208.4219432
347.140091777,166.955710728,52330.0427931
354.453491142,149.797547783,53090.8914282
354.640498914,131.21781696,51235.9628762
337.82013163,142.728031623,51565.8258462
359.634669922,145.365496129,54164.4221462
337.690308202,143.587553367,52398.8332978
333.397278868,135.187851188,53128.5671713
343.803013891,149.182269774,50521.2324163
346.750596413,169.91450577,54520.1876787
352.313753115,156.066866343,53103.9637537
230.775826694,225.184683308,95113.6814111
256.488031477,258.17607554,92402.3812763
148.511560026,256.276258403,93339.3477084
211.370240604,271.510467767,91216.9984861
250.710980854,268.717702827,92547.6999927
196.816611395,267.188011273,93193.8386939
138.857869848,249.025258667,89540.1890082
193.486860541,234.926668498,98657.0388737
238.108032152,236.944130793,93837.3503002
210.935982303,292.49485429,93216.0834625
245.023079754,284.527929661,92256.0820357
274.165437337,244.328610372,92148.3795042
233.13557381,266.64526124,94626.3703605
220.997501022,270.303716119,91382.6339038
258.406225122,255.953607951,90687.327286
165.101193613,259.988304509,94144.2257787
181.066958409,247.01803583,89425.8271481
257.490020352,261.514691627,93322.7475255
111.513747438,302.411810883,94693.8308491
226.953024109,278.379752211,97095.0191404
181.403310935,253.133189899,96233.1831936
166.865078088,272.8404308,92657.0363338
262.964216998,231.782261294,93919.9530725
186.390769175,269.317830811,92376.4283171
195.818260936,281.49018254,92729.6816589
200.796802808,255.26382843,93098.5885158
226.998137943,248.09429724,92381.6256322
206.189319967,263.327740687,88635.3592454
173.135371305,238.771260387,96584.4722183
208.390747874,273.92828984,92764.6918092
170.917639563,248.487462643,93217.7297899
169.652259997,251.18234349,96461.9945084
206.835583428,258.62362086,94397.3481001
251.832307066,268.916446811,90858.2638424
239.072472437,230.200837387,90252.1842992
203.979442404,256.970062924,93393.7192912
215.441186419,283.638883958,94379.2593791
186.02188393,269.761387273,90860.8197216
242.427469951,256.703918323,93692.5650276
159.723581137,262.975690337,94895.5362353
226.646356663,269.194060311,94594.019998
208.109136145,225.239364096,95022.3129989
175.951516267,271.505387861,90695.8150995
225.750209692,271.883646385,96143.2060361
217.849696052,258.143805993,93498.1680611
230.986464546,263.608037341,92770.8569467
198.563355942,251.805352755,94832.4181986
223.93709939,283.316943734,92254.8611834
212.051805908,275.702708661,95563.4258533
221.698818258,261.605853053,95247.6540309
200.059905509,244.598026432,95515.7251652
199.326192128,244.339232259,91051.3660729
255.879579815,239.992878824,97778.3829329
173.91140018,263.139278066,95914.9681105
145.012161503,247.529864113,95833.92113
196.531975801,257.493858732,93895.0071137
151.321064164,237.92707399,92691.6676844
199.301243174,236.825466607,93183.0266523
263.193571894,248.062563286,93272.3791573
207.821330316,254.517172124,94846.4959086
205.283220262,239.445967078,95082.3898986
200.092056867,255.80846682,94338.7411513
176.490134109,238.519187766,91659.3670093
284.7054633,256.045836665,97821.4712416
194.160528207,257.852678517,95068.7756501
199.969496494,266.100006345,95451.9160849
173.8156589,263.566098415,90160.4457372
186.619972292,257.93401409,91355.4615553
200.833475388,284.695385289,92903.0628934
184.366137171,251.719673391,92709.065658
185.062741113,247.417758014,95206.84616
212.11803911,247.259550896,95593.4973818
202.311475822,250.634728541,98215.7707366
226.609379592,245.275703712,94106.8085676
216.273816199,258.358869794,96327.5796645
266.093133403,244.533548878,95542.9130924
176.514063393,286.347768874,92454.707779
205.772875909,272.878273982,91278.7739071
194.545130997,260.864043923,90151.2870904
249.745049793,269.451288891,97697.9047822
151.77120201,267.172762442,92310.0793618
261.183517144,233.898905836,92839.0649487
190.986159647,257.944193463,95422.1005099
266.537255888,262.957050747,92691.5618387
192.080668131,253.352074086,91264.9776109
220.062251182,252.356901076,93833.3597425
151.412074194,249.640452579,92255.5676137
138.98259873,259.583851548,90636.4989849
152.96469153,263.712041645,95532.0763383
226.41817878,247.156097439,93862.769979
204.104471371,253.385103761,88670.0741511
217.56458458,250.486263501,91279.694881
289.632597359,245.700689705,94326.0377351
141.260508147,270.666644975,95190.1754605
185.034127467,238.734283838,95969.9768444
130.2449461,250.163152923,99245.5331603
237.509407163,264.699016292,95400.0998156
182.345048539,252.143694161,96107.598159
220.099785288,268.505885582,92168.4858353
190.564126498,246.926400638,94410.052043
187.24523717,254.147229472,91272.6676622
227.422040633,241.758430022,98278.2683368
144.602610748,272.214427404,87769.5434766
241.328929299,280.180798573,93018.9805435
190.080963488,262.827740016,94079.2307095
158.926932856,244.189336735,92082.024592
222.036992956,243.145218985,96684.4652913
195.447883266,252.053560307,94009.7552644
238.268659432,255.899538917,96461.6561113
193.161172587,267.438892308,91788.1180599
223.67240628,262.893027099,94246.316748
215.420097704,258.424454188,97685.5368589
231.270749362,244.072554232,94341.3230527
230.774963715,274.838956086,93077.1851782
157.498055348,275.039337108,94054.0967561
119.035688361,258.173110751,92299.4310304
193.751343976,248.405216813,96987.2550014
177.859135297,272.983971537,96296.3484013
179.579435012,209.557629283,91007.8796907
182.835854683,253.95501878,88658.6322046
154.893110462,250.18977077,92838.8166873
119.458529148,238.325813648,93990.1007996
138.677509545,251.151130864,92229.4025175
181.660779085,268.108581782,97570.9328312
147.105786134,277.614467336,96987.290097
180.091059087,231.418858535,97285.1425557
217.563026536,228.738397209,96339.5776782
236.571741065,249.488762762,95193.6177194
199.414591335,264.238444097,98473.5763513
224.403796221,271.631154549,94233.3627662
211.918647792,262.822143619,94745.4701305
183.39286538,238.897019129,94892.2835066
164.42524697,236.631025248,94699.9121068
190.283945706,267.202928636,95646.5943177
167.890951265,259.51515201,93468.799431
239.850372899,261.071350411,94107.3144462
231.931427531,266.828788777,92742.9096142
213.416376405,260.370233991,94589.2874066
164.58308399,236.008688222,92958.9487937
237.014593689,257.4060228,98320.4173251
207.794010855,238.919013881,90476.7203406
254.97722817,269.480489689,92812.1084231
212.455112806,252.347792555,93730.8693445
256.505015879,265.663602163,92929.4569736
183.789812179,269.851426672,92423.3864699
222.447353613,272.889036497,96140.9573796
321.41598796,281.216184439,92744.6336039
178.420394688,236.783888831,93766.0920883
201.303021242,257.696444281,98720.2729505
223.238027826,254.610663892,92563.3551043
221.961201128,243.736444846,96369.1638102
189.971555942,269.207480535,93629.096876
196.082102389,259.839983708,93453.8590704
147.270375135,261.609077435,93158.0570673
145.81769474,260.000778149,90427.1046172
261.176597177,293.74735407,92920.3257554
165.502040607,252.30170428,98095.3177026
256.180091563,237.668497823,95032.7729986
169.633270577,258.583268366,96134.6652421
155.104318009,270.463070772,92277.7093615
205.217101794,257.432209017,94498.8899979
220.422444691,247.638389116,95216.7241277
183.399893786,241.375367611,90238.2808594
211.30934406,276.09482326,95728.4402379
247.738473084,250.992200571,97014.4450731
268.429065733,283.790563283,92007.8373763
199.594989092,249.693967093,94975.7049076
143.534544046,258.523701342,94137.4251253
281.46601775,270.998858327,94773.9735035
179.239635806,252.819445281,95229.8960902
179.128667787,245.670931607,90374.2611635
184.701814873,267.452964039,96263.64827
221.708421731,269.094435814,92331.982826
174.836534061,253.507405572,95469.1704627
170.64193217,274.928214176,97421.5506613
218.648012738,292.836524304,93973.0564251
125.792186026,277.132015682,90889.8167398
235.1022698,244.92593057,96140.4310761
266.982673348,276.445447521,96461.9047665
182.687049246,241.657125138,96926.1944879
174.036792359,262.797471758,90873.4592404
174.519006796,242.055004402,96177.6458475
144.548141662,262.565712127,97817.7740786
266.176486583,274.143665003,94268.4282463
195.480190304,270.392444665,98171.1374213
181.820348082,256.289481645,90495.0080103
129.370230652,251.323901128,96785.2509892
113.364289678,265.296600704,95147.7837742
173.036962452,286.336261771,92388.2107123
163.445590357,254.834822768,94377.2382331
216.336340138,265.369463533,93778.0293558
227.753385081,271.026515431,93838.3273943
220.661213906,279.196258261,97015.0456006
228.80394481,256.644000913,100063.683176
225.384504306,268.410102114,94560.3238376
161.533808752,288.816576678,98554.593618
222.611189725,261.694574362,93433.5688467
159.508353262,239.174311272,91449.6891958
200.370332692,240.649422663,95029.5913621
168.852106791,261.385493608,95004.5446508
256.362071275,247.760525315,94499.8739724
280.561052914,262.974981883,97364.9935509
232.258852625,246.707903298,90861.2655369
161.352721667,251.147783068,93004.8726726
159.72121755,248.154307334,92821.0034117
186.124943014,255.874787061,92447.8155955
230.190850543,251.22096348,93988.5151373
187.19925718,281.339596636,95407.5706385
255.307291642,245.619061518,95675.6145054
206.530246424,243.215535644,95376.7675978
167.029322871,258.959605314,89570.8352954
195.158297732,261.682174273,93439.0442816
209.981167395,260.009349218,94036.3372061
173.018703574,250.300189941,97832.0104818
271.189108456,249.937285416,94020.1317479
205.535768088,262.320805677,93604.1675023
191.986473325,264.538423643,92850.1279679
94.6697706199,262.493933277,97169.4381348
202.702674671,243.364625591,94545.7865824
251.61022094,278.019803757,96814.0859886
185.099689094,251.98986085,91870.2956318
123.647209117,238.117991852,95027.2143867
182.445828798,231.271405921,95904.2587255
260.347897631,254.951819457,94725.414788
149.991560999,265.872652585,92918.5433599
173.869291741,260.661733989,94848.8120551
115.525660329,282.169318311,96032.5296729
232.953156886,255.688926568,92395.6332055
252.57035138,240.653286769,97074.3361196
221.530624356,259.944348882,93188.0620201
173.010280127,258.676626453,92528.2403112
245.096840932,262.633476355,94522.0029496
206.071416571,276.577712421,91456.4063808
265.788377007,268.933685727,91292.166954
198.052104641,262.960431003,95203.3993488
242.968411056,264.057318393,94164.8395399
246.406017252,265.325187456,95014.8059266
206.214486455,260.752045103,90840.2790211
152.877070432,264.43526932,93585.0299008
193.703422749,254.587412955,96545.6952195
214.453620236,271.011430655,94707.5836995
221.822260381,278.652899065,92257.4368853
181.786342008,248.931515448,90002.5010506
171.195017026,241.786855353,92293.7458688
204.201653703,264.183320547,90698.9890696
110.01104575,256.831041446,95678.9891428
165.839673696,254.355121224,96240.298321
267.548316169,217.582610026,94278.7178509
137.606695014,276.621163151,95129.5984953
173.440509936,253.09762979,89744.296353
204.993222841,257.897167184,93347.9186267
184.09564209,243.431629811,92553.3616947
154.62983542,256.62323282,92732.6441725
185.717663226,282.619330874,94750.559461
243.314561415,262.778575648,90448.1279151
176.977949502,250.586231723,94481.4190938
155.267994452,293.857845653,93317.1409013
252.693760809,248.404981385,95529.4503329
184.056845781,246.815561284,97993.3265574
198.56054359,286.137591563,94382.9344265
182.448395545,259.267541708,92454.8404202
154.985634945,255.811560317,97423.39658
231.732380624,263.788760359,96589.3061482
178.228207871,263.666011977,92202.7030899
257.498414797,267.992323625,92081.3679553
193.485125782,276.147518717,95312.6491691
205.209941221,214.568606062,91443.2273949
197.877894768,273.524931118,93546.5585815
173.132253745,267.496116132,92592.8289954
231.464516572,273.314651501,98561.7821418
128.255776271,253.331865099,95536.1872576
222.368651829,251.04536886,93067.9866273
199.973903698,275.420283514,91529.5633692
147.008069975,277.649462431,94000.7740787
236.76797379,249.842824914,92505.2402721
223.992334232,273.845642185,93020.9784719
132.285866683,238.829778563,92692.9974024
182.082410717,250.896135298,92151.9967206
204.491584326,256.094081039,91927.9878797
272.155585693,264.947973175,93930.9470416
271.545952019,266.924856104,96345.0727008
143.522251295,269.963771655,96323.4197782
202.230854554,260.630269558,96440.2249926
267.408874774,267.702583971,94389.5886441
159.278485402,250.723466978,92331.6243577
191.223525644,262.420116194,96225.6145871
222.945641668,248.415304272,91553.9538567
212.53336233,259.374223763,96069.9545959
239.942963675,247.111660453,95368.6421764
187.068213905,235.209349312,93429.2679747
134.994962656,255.737845321,94629.2406744
255.854313294,276.695184482,92344.4830103
182.388402833,256.689491348,93393.5318375
171.330827148,257.995167605,93053.9010233
294.014893799,243.272620658,95751.2920626
181.936253241,256.586399781,91220.3647594
246.73413422,278.172482126,92143.1060586
175.242774969,282.968029496,95429.6835702
210.319077192,248.169923737,93282.7076164
171.76202645,259.428294679,93355.7758485
185.001412945,252.227012962,93048.2514398
162.015704612,286.342812869,93213.2688328
189.021040775,284.290391265,94213.5669298
245.649811202,249.334122252,91776.2190937
150.087925404,263.6524388,89861.0066836
179.244157743,286.448585852,93561.5370257
188.662319178,277.863829068,91778.0304439
205.867135836,243.722746203,95524.6997155
193.255706207,242.041788064,91862.0302125
159.618256056,256.110105937,92517.2172795
243.967698948,277.347923829,96227.2218536
220.079447299,267.74997235,95657.7557429
238.252571282,249.541077963,93907.4256807
173.98312761,264.703943271,92943.602947
179.664332087,264.329207988,93712.8740663
130.815833426,256.788573684,96933.0115787
230.680563739,228.362912626,92893.8491907
199.938340769,248.420022921,92351.0318007
248.6088467,250.0290358,92353.8463949
239.033831518,255.474651519,95650.5933245
196.432484602,244.627827768,93605.5601202
121.34449488,291.433582818,93295.470379
225.432128549,250.42138463,94667.6447512
162.792343771,252.129890296,95887.3908509
255.09489027,266.11173079,94406.0067098
152.741847231,242.501819437,93629.0761303
202.862338781,270.020663357,94890.5110085
173.273263483,262.378660202,94376.0892643
240.779716442,256.481501612,92874.9493704
215.714593786,278.016093208,96858.8368582
131.189758687,247.709285466,93381.9650309
218.967809338,269.049825456,91217.9700633
129.717849374,228.837484137,92506.4252145
208.904499082,258.598246184,97259.2730118
202.658131073,242.701129664,97560.5697827
152.638810065,260.816927014,93485.6361069
264.751152926,237.42459434,95733.525358
229.554069154,257.532317111,92863.7668778
225.286020304,248.689080283,91496.0953948
188.555482478,263.305699453,93405.3302233
147.885816156,264.560500032,94036.2515518
255.035975437,239.838937746,93290.8845409
226.996547758,247.877436327,94728.923557
255.410834058,254.966843954,94261.7239193
218.475015503,266.997617755,94050.5192438
113.827659931,254.59405649,94139.458654
221.93593817,267.671836702,95989.3959675
266.389290191,245.410421402,92262.3687325
183.570462006,255.200300368,93732.5212931
229.687146335,264.249382155,93901.697063
220.48224834,235.395886506,96648.0081649
232.092603377,245.078186445,96034.7909343
185.773027594,259.060822591,95938.6798238
207.093378379,241.150547252,95583.6510735
157.119012475,266.795056801,92892.6371312
198.779695908,258.18337256,90228.2821117
266.455551438,239.701870757,97579.8923502
241.368448636,276.98242334,94917.9334955
179.822722598,234.339746203,94149.7808719
153.90766388,268.149035841,94235.6559064
231.476876327,252.007542682,94535.6446096
196.017034828,281.181128,93895.4064918
199.811802388,242.934633457,92771.1497167
142.526861431,240.637874051,99040.4321261
138.005337146,262.184110162,93783.8651047
236.829937359,241.514767196,96887.0842336
213.682185807,268.446428667,99308.7075772
286.522929951,252.021367209,94569.942956
213.689053675,229.89974561,93900.5655644
239.497734855,265.574468983,96967.9002249
226.2688831,254.910533253,94876.3838981
231.025574655,267.576830934,91206.4374955
102.83314214,237.800546054,94270.7373196
179.743939728,250.762124123,94806.1182351
157.114539933,262.11646711,94001.9470581
148.954056677,278.163152075,91700.8972609
216.313387926,274.030920224,93799.2350741
200.96807552,250.077173483,95003.808048
186.345948004,239.969077661,96449.7555275
148.93017958,285.564238327,95187.9262695
188.424803283,250.605307756,91648.5110286
180.744582555,266.44535511,90964.1228056
271.383863425,268.687164523,94603.7768124
158.097744992,287.537221,90029.776138
149.927937445,273.562035563,95602.4155206
146.880583953,250.531760089,93920.0087009
210.376831288,265.505011019,91414.2514782
198.259213103,267.543432379,95248.3691792
236.618572547,256.159662405,95287.1723842
159.663576113,263.476927756,97093.058783
108.766976343,258.5085275,97046.5776032
216.476156836,254.573450347,96016.5539612
296.106719415,291.886040809,96911.4819322
134.608598533,269.471170236,96062.8653219
218.063207256,249.944393698,89448.7170113
253.943563017,262.880170992,89666.2114447
217.987785657,259.670933729,93262.8943897
225.073932429,248.627703376,94881.1851228
154.611867331,259.156711007,88760.9074463
130.176302557,255.064435706,95332.453274
122.208217449,259.989414508,92006.2956087
247.479419548,254.875894457,96057.1942161
208.506876442,270.01870195,94803.1020716
160.336004703,264.107799929,92786.6090383
208.342002809,265.438106159,95493.1350054
225.941050558,274.979556836,96545.9389893
206.837014784,267.940895864,92074.104659
215.694330567,281.356666649,94825.1779386
192.287654622,239.574908059,93840.2429962
231.696742692,268.719256718,96194.6635374
226.456722866,248.219655402,91566.9217452
185.789800475,254.344732419,92214.1868933
216.071618154,259.423638603,100175.979352
234.915305307,268.756710963,95820.6017552
225.379001196,275.51615225,93488.7902791
209.099052841,221.746217774,95162.1219525
232.613247824,274.168110905,90674.5592236
237.212307394,247.973073233,93493.232988
208.911497999,247.870888454,97007.7664649
268.563215279,278.871122738,97926.5261505
224.055510917,260.156435106,93927.3557559
208.66823238,242.32385387,90603.7349395
139.096425193,271.384949778,95098.0929743
215.016803537,276.451816249,92113.4247384
204.959059082,245.774746992,93815.4031883
157.005473392,274.514171745,87624.9949864
166.336245478,254.049173598,94626.5966093
197.942534707,266.688928643,96595.1391249
178.60493443,281.110914146,95523.9677933
250.499257505,248.200426547,93585.8748753
141.958155255,274.54079273,93480.0729097
188.175844217,243.856821067,95172.265175
232.669795952,246.282876283,93506.1751278
154.995776691,287.890160966,94800.6346876
234.487711173,240.070311326,95150.2655809
274.302978753,277.044048808,93512.5242956
231.195556863,246.809939738,95247.5324125
168.484817204,266.857270639,92000.8535106
223.247399893,265.746606087,99699.7674777
223.9242667,312.298344737,94247.701298
222.614713858,239.819389092,95669.983246
271.102703401,264.241127174,87709.5022127
168.776320865,242.643708406,96264.2365852
248.304474686,276.568133358,94349.0373448
172.288005746,240.980438936,96095.2362752
171.272144722,281.579229547,91198.1792359
171.135210809,257.623243377,95411.1011237
155.149215599,240.766137465,90185.6073645
179.474185435,246.28678966,91050.0841444
148.764691462,249.150443336,89234.5149554
200.370039107,252.587485779,93913.3734634
240.057932527,266.658152345,96182.8020098
182.271140729,263.787041812,95454.9700162
139.76601888,273.077745665,94956.0498106
187.9544829,272.420354193,96529.4018576
193.150407675,253.177428229,95573.1231122
143.386320314,265.137556859,91772.3483953
179.541340074,260.227571089,93714.28845
160.16290422,266.945089175,95653.5082079
243.842788832,253.08799284,93319.5483143
229.107274509,273.555453356,94020.8707727
196.578099053,237.976208901,90218.7010519
231.684024289,246.776420579,98363.9029941
194.159164748,244.901108475,94626.2403756
184.393649502,259.768207977,91246.1036822
200.571013905,262.801844017,97488.5574661
168.279362659,272.764433215,95654.7174329
166.029742447,266.182476757,91532.4155397
166.826063114,237.40257018,90340.3099333
138.662491616,244.388400321,97549.3226497
209.482181165,289.769995502,97232.9814877
225.859579606,244.536791475,95137.6602802
147.388266486,283.185966213,89324.8851973
184.062372054,285.74553278,94897.5626723
182.906851418,259.001201928,91676.3265693
204.924967847,254.047979276,89411.9307242
197.579344778,268.374564344,95694.643315
147.421957307,269.30219118,93160.4867167
196.151667997,273.54245056,98345.5722565
187.438676819,250.703051999,96326.9948364
223.991120391,282.515304192,98457.7078303
149.691866802,252.724664002,94529.9019227
185.568688355,263.169118796,92429.1764518
164.454902817,255.097058034,95389.1711474
182.690287314,266.260065695,92473.0273091
251.277320939,235.488872538,94782.9304845
185.136238017,230.677496115,93324.5948121
101.012231142,227.083292587,99545.1670671
203.753281575,236.972819568,91473.0807073
207.170644101,251.686319417,91349.3342156
194.541281387,267.768975985,93697.7133186
224.791893744,242.860993347,91785.1221448
196.633279884,251.181791604,91741.4347189
205.271158072,253.994058106,93453.2018312
215.033927555,265.127918302,94873.7362922
260.56042901,257.847377588,96093.2111285
195.1037439,252.205555755,91538.9309873
203.312571549,275.858766313,94366.9629115
152.988670313,286.976177425,89652.062804
275.209050962,225.426257531,95412.1168322
179.86223478,276.748207686,93104.155281
313.343802486,283.465709288,94934.1948222
111.688039259,260.959072313,93644.7052895
136.13026758,282.476793451,94626.9082692
212.837874543,274.974998561,96225.9118372
249.061469532,267.776111017,91741.9782429
201.149309665,263.225309365,93657.3178378
193.747649165,254.141806189,91820.1672327
174.48147006,249.578859656,94482.1571169
197.855809043,239.89513265,96093.6879262
105.271059898,251.923747726,98897.8826465
217.914374494,273.86786016,93464.2985379
235.529739546,236.551946539,96645.4666816
152.334849564,265.07358305,97592.2070492
262.399955142,245.34587168,90448.6022321
204.608179184,239.107007378,97134.2304586
240.457431004,268.510582881,91626.2734078
212.504773572,218.145412572,94838.0783973
181.021997589,226.510847746,93678.6205035
123.891849417,268.120323578,91724.259836
218.191997312,273.0115039,98332.9657358
217.453913948,264.868126184,95143.3512122
178.214875606,281.611670773,91051.3806613
284.33364661,251.917874134,94634.2167103
196.055358045,246.722791755,90503.4130612
196.858855466,257.072415939,97106.0161706
191.134099154,262.752569505,95679.8817778
207.380176051,252.733985177,94812.8716158
220.410424104,246.713616052,95919.887477
208.714968643,260.232857551,91931.1866522
225.854090823,279.08392886,95727.8581078
190.626644753,249.101245348,92932.2795658
223.057995594,265.542829024,89928.125481
200.640735939,227.564999854,86778.1589074
200.409856423,243.912354148,94440.8394896
194.789550539,282.894762779,92194.4819775
208.958753818,288.891210206,91756.4518549
175.78744828,254.231978647,91388.4157032
143.946290348,283.356300788,94394.6853782
174.536767633,239.626191355,91238.5549705
205.747519733,253.996401334,89717.6844291
126.434339764,248.51858809,92256.9378674
292.679931827,275.752929371,89440.7006724
153.611644973,269.562169721,97183.6033016
178.512511338,248.139646684,96195.5551551
240.092014549,275.296488221,92860.5077946
192.023643463,271.166538137,94419.0147943
248.439067278,261.463324261,97757.9686993
213.078803913,258.582622535,92762.3495985
128.811227472,260.011483487,92467.107419
256.653964524,247.935028842,96330.7191774
256.222874045,262.082229078,96655.1022668
160.513529042,259.049702466,95546.5647848
240.463969499,262.721987212,92055.6609484
138.840579498,287.669681696,97354.0174801
231.787461801,218.63872564,94055.9399791
209.185864069,274.283075907,90444.1962152
195.389246816,254.841604365,92187.1193928
226.240076125,263.867355931,93728.3125791
216.950524358,252.558356454,93854.2258225
193.895944735,275.079707183,96364.5031091
211.190406077,270.808714822,93229.0823594
153.989704506,247.78617644,92660.4699626
167.666677236,274.709046733,94393.6950169
220.395983463,282.960689076,89621.5342936
231.874171557,298.540246311,93398.0122119
226.529340328,244.887840806,94274.0751551
